Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\MO_Time2(1).eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
G6,229f,C,UNKNOWN,VIC,NFQ-MGB,30.73589897,28.93779182,1.664117932,,,,FALSE,0.01,FALSE,6,20,,Y,Y
G6,229f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
G7,288f,C,UNKNOWN,VIC,NFQ-MGB,25.98879051,26.10412598,0.163108975,,,,FALSE,0.01,FALSE,6,20,,N,Y
G7,288f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G8,288f,C,UNKNOWN,VIC,NFQ-MGB,26.21946144,26.10412598,0.163108975,,,,FALSE,0.01,FALSE,6,20,,N,Y
G8,288f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G9,129f,C,UNKNOWN,VIC,NFQ-MGB,32.52946472,32.32239914,0.292834967,,,,FALSE,0.01,FALSE,6,20,,N,N
G9,129f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
G10,128f,C,UNKNOWN,VIC,NFQ-MGB,24.0165081,24.52748299,0.72262764,,,,FALSE,0.01,FALSE,6,20,,Y,Y
G10,128f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
G11,131f,C,UNKNOWN,VIC,NFQ-MGB,26.91784668,26.99394417,0.107618101,,,,FALSE,0.01,FALSE,6,20,,N,N
G11,131f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
G12,NTC,C,UNKNOWN,VIC,NFQ-MGB,29.88250732,29.88250732,,,,,FALSE,0.01,FALSE,6,20,,N,N
G12,NTC,D,UNKNOWN,FAM,NFQ-MGB,27.62170219,27.62170219,,,,,FALSE,0.01,FALSE,6,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,128f,C,UNKNOWN,VIC,NFQ-MGB,25.03845787,24.52748299,0.72262764,,,,FALSE,0.01,FALSE,6,20,,Y,Y
H2,128f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
